Worker size,Energy (FA),Energy (MZ),Time (FA),CPU time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
A1,875.099,-29.605,17,16.4312,331,17.875,11.5424,11.9552
A1,1807.249,50.754,20,19.3312,254,16.0356,12.7861,12.2835
A1,762.857,106.077,19,19.3191,350,16.6853,13.7306,13.5545
A1,1479.975,-4.357,17,16.7808,386,18.5402,15.7403,16.0005
A1,858.292,182.742,15,14.5102,275,15.7713,14.4653,14.4896
A1,819.927,-47.644,12,12.7019,364,20.9268,18.6838,19.151
A1,2165.035,57.625,17,16.6764,299,15.4905,12.8778,12.3539
A1,2788.189,12.033,18,17.9744,287,12.4904,9.39032,9.24617
A1,774.989,-44.418,16,16.0081,190,18.8078,18.3388,18.188
A1,690.562,9.959,20,19.9236,253,16.3753,14.3204,14.2657
A1,1415.814,-52.562,18,18.0581,335,16.2061,15.0188,14.7475
A1,1368.674,-43.558,22,22.0969,257,12.9463,11.0981,9.98929
A1,3411.119,-21.044,18,17.8746,266,14.8993,12.6728,12.5541
A1,659.248,-54.514,18,18.8286,297,17.1592,15.7921,15.9992
A1,1842.678,282.202,17,16.96,303,17.2488,15.2704,16.1032
A1,980.087,-51.520,16,15.2272,305,21.2901,20.5934,20.4127
A1,4998.192,-4.389,21,21.0074,264,12.0824,11.2928,11.137
A1,930.415,37.036,17,16.579,344,17.4816,14.1155,13.9623
A1,1997.654,-61.219,17,16.7413,273,15.5229,9.97336,9.78091
A1,607.373,-73.615,19,18.3181,381,17.6236,14.9736,15.1177
A1,494.127,-72.929,16,15.4369,238,11.3503,6.11079,5.45205
A1,662.276,-4.861,15,14.6048,302,20.5674,18.5087,18.2746
A1,2711.367,-47.217,19,19.8357,256,12.2771,8.99371,9.2239
A1,1234.944,-32.956,17,17.5371,261,16.9477,16.9251,17.7153
A1,603.379,105.752,18,17.287,229,13.1134,12.4328,12.0053
A1,1888.046,-9.992,19,19.1436,335,14.2413,10.9229,11.1305
A1,850.848,80.541,18,18.4423,381,15.7591,17.7974,18.586
A1,983.212,-31.187,17,16.7443,271,15.9472,16.2326,16.3457
A1,787.761,-38.365,15,15.1883,174,15.0507,12.5712,12.8959
A1,2870.371,-19.714,18,17.4811,193,8.67726,4.88002,4.86038
A1,1896.592,-3.029,17,16.5853,276,14.1732,14.4448,14.2888
A1,1998.456,-48.196,14,13.6623,382,17.5803,15.1713,14.8409
A1,805.199,29.829,20,19.736,279,13.2533,13.6553,13.5816
A1,2474.945,-19.671,21,21.5593,259,16.963,14.8709,13.5684
A1,835.780,110.037,15,15.101,392,15.3597,14.3009,14.3744
A1,261.465,-35.099,17,17.735,207,7.10378,6.82362,5.92914
A1,1855.213,279.572,18,17.4952,350,14.6975,12.1024,12.1896
A1,1184.503,-42.981,21,21.1627,362,18.4665,17.9105,17.5704
A1,919.468,-2.879,17,16.3939,288,18.2452,15.5754,16.0397
A1,1432.507,-52.010,20,20.4234,328,18.1443,12.5587,12.6538
A1,640.642,-40.820,19,18.7811,197,15.992,12.3003,12.0126
A1,1146.982,-20.219,20,19.8101,240,12.0465,8.81261,8.0535
A1,1191.754,-7.076,16,16.4701,249,13.2203,10.9445,10.3626
A1,2045.147,252.868,20,19.2452,176,17.8335,14.7871,15.2493
A1,1450.368,-4.865,19,18.6121,385,17.841,13.7997,12.6487
A1,1579.212,-42.912,17,17.3652,267,17.2653,15.7108,16.0731
A1,902.278,18.100,14,13.8173,196,17.5278,11.1841,11.1654
A1,1194.711,444.367,16,16.0941,331,17.1399,14.4854,14.7787
A1,2367.462,11.479,20,20.2073,247,15.0696,13.1337,13.0926
A1,968.685,-40.437,20,19.2377,228,14.4606,9.51194,9.46319
A1,1334.108,77.143,14,14.2611,218,21.1316,18.8575,18.986
A1,860.942,-50.397,20,19.9394,216,11.3753,8.20857,8.05545
A1,1679.498,-12.925,19,18.779,257,15.7146,13.5967,13.5339
A1,1451.954,-29.238,16,15.8934,384,14.5193,13.2089,12.9348
A1,2288.335,-3.892,17,16.875,288,9.72324,7.56822,7.43914
A1,704.182,433.202,15,14.8172,284,18.9137,17.0589,17.2715
A1,2087.744,239.509,20,19.1762,265,16.2012,12.229,12.1136
A1,1039.702,406.301,21,20.9444,205,16.203,15.4457,15.3039
A1,583.193,-35.555,14,14.5752,100,17.4001,15.382,15.3511
A1,1113.176,33.344,18,17.4287,270,15.1566,12.9581,13.2983
A1,2908.849,48.425,18,18.2805,355,18.8149,16.2785,16.7615
A1,1587.492,3.035,16,15.8106,333,19.9405,17.5594,17.5577
A1,532.675,-70.381,16,15.8612,274,13.1391,12.7744,12.539
A1,545.963,-70.661,17,17.53,374,11.9519,9.02541,8.99787
A1,974.646,-42.979,19,18.4835,305,15.7398,17.7524,18.2051
A1,2364.016,22.280,16,15.9664,242,18.7717,17.834,17.5475
A1,4627.692,272.081,20,19.8743,348,14.8413,14.3428,13.2496
A1,1579.738,-47.040,21,21.0268,203,14.6123,11.0697,10.1344
A1,4331.998,-13.684,20,20.4511,233,15.0139,13.9597,14.1528
A1,1208.508,530.743,19,19,259,17.1283,14.5831,14.6597
A1,1958.385,-39.598,19,18.8744,252,14.9514,12.6479,12.5437
A1,579.250,-38.491,16,15.4548,250,18.7993,16.93,16.6878
A1,1382.423,-50.632,18,18.178,310,19.0479,16.6852,16.2536
A1,1107.757,314.848,16,15.9764,309,17.9138,15.4217,15.6711
A1,845.835,81.633,17,16.2089,343,16.2504,14.9638,14.8439
A1,1103.217,-48.013,16,16.6256,156,18.1953,17.2607,16.7177
A1,1111.121,-30.543,16,15.6765,320,19.0689,14.9002,14.6429
A1,1755.321,101.744,17,16.9535,260,18.0478,17.3831,17.544
A1,1279.325,-76.764,16,16.426,364,19.9759,9.97879,9.0562
A1,2759.610,-33.787,19,18.1175,293,19.5115,18.5804,18.9926
A1,1393.711,-33.339,17,16.4817,197,21.5942,18.7641,18.8938
A1,1062.890,128.070,18,17.663,271,16.2828,15.7623,15.6718
A1,2053.235,460.236,14,14.8584,284,19.2836,14.4888,14.7599
A1,1144.078,-20.609,19,18.5889,182,16.5997,15.7923,15.7725
A1,1408.475,-49.049,20,20.0635,270,14.8412,13.2393,12.3392
A1,608.186,65.948,18,17.3364,254,18.7209,16.6204,16.539
A1,1739.060,-23.282,15,14.8806,219,13.7587,10.2952,9.88536
A1,750.109,-42.102,17,16.8707,356,16.8244,13.1362,13.4644
A1,1176.130,-17.489,18,17.3715,222,20.3503,17.1077,16.9501
A1,1030.723,6.369,17,16.8719,212,17.7759,16.9513,16.6401
A1,831.740,17.338,15,15.1169,219,19.0962,17.2508,18.1282
A1,1258.153,2.686,19,19.0686,287,20.2846,17.5567,16.355
A1,637.576,7.637,18,17.6433,255,19.8072,16.9924,16.4999
A1,4432.999,267.681,17,17.2251,320,20.2567,17.67,17.6976
