Worker size,Energy (FA),Energy (MZ),Time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
A1,-29.118,22.147,1,101,12.9534,13.1989,13.263
A1,-109.515,-42.397,2,55,4.6199,5.0197,3.8254
A1,-5.136,-1.167,1,52,11.7668,11.0207,8.83509
A1,-104.029,-19.639,2,68,11.1304,11.1238,10.4092
A1,-104.726,-23.352,2,53,5.94333,5.60123,4.21125
A1,-49.396,47.433,1,35,6.85624,7.01286,5.21325
A1,78.028,59.846,2,55,10.8578,9.61364,10.6786
A1,45.136,4.876,1,25,10.4771,8.64678,8.85181
A1,9.325,30.939,2,72,11.7442,10.508,9.40332
A1,-129.403,-22.054,1,17,5.49853,5.06652,3.83045
A1,-86.376,-14.787,2,38,7.80641,7.98692,6.80895
A1,-29.057,45.595,2,50,10.2283,9.68692,9.26577
A1,-17.126,3.906,1,83,10.743,11.7627,10.6724
A1,-91.318,-20.325,1,29,6.57243,6.59829,4.75175
A1,-4.815,-11.685,1,49,14.4886,13.3802,13.0608
A1,1.460,-19.937,2,47,7.58564,5.86678,3.69422
A1,-48.826,32.243,2,47,7.47381,7.09438,5.70963
A1,-37.028,-21.782,1,39,7.84093,6.66566,5.36788
A1,-8.359,30.871,2,61,5.51118,4.98462,4.42454
A1,-62.157,-24.365,2,53,7.46571,7.11501,4.85127
A1,-36.919,-7.720,2,71,6.68555,5.79123,5.09862
A1,45.776,0.894,1,59,11.5698,11.6761,9.49029
A1,-45.291,-13.480,2,31,7.72424,6.87555,6.40814
A1,-55.905,-30.209,2,45,5.62569,5.66002,3.37868
A1,9.373,96.896,1,50,5.81477,6.3363,4.05956
A1,-40.400,9.483,2,49,13.1241,13.3053,13.5756
A1,-43.172,-4.024,2,43,12.5777,13.0161,12.6184
A1,-77.040,-14.102,2,51,7.3927,6.41333,3.82147
A1,-21.019,111.359,1,49,11.4963,10.1441,8.83041
A1,-34.111,-33.482,1,46,7.22666,6.53561,4.39394
A1,-38.833,-18.454,2,41,7.40919,6.89247,5.10708
A1,-101.517,-35.004,2,26,7.95907,7.53183,5.90661
A1,-40.813,-32.028,2,37,5.88444,4.72527,4.19854
A1,-117.105,-31.751,2,40,4.13137,3.79551,2.82597
A1,-47.149,-20.494,1,30,6.2214,6.06553,3.94333
A1,29.224,63.699,1,35,13.0698,10.7795,7.86367
A1,-80.172,-20.199,1,42,8.79489,8.19593,7.2263
A1,-22.564,-17.833,2,43,10.1926,8.6804,8.00321
A1,-70.392,-23.579,2,26,8.3652,7.39745,4.97133
A1,-69.556,-8.728,1,52,7.01537,5.57483,4.95098
A1,-19.053,-2.913,2,40,11.5926,10.5753,9.48593
A1,2.047,10.152,2,48,14.3831,13.8319,13.4898
A1,-21.497,432.080,1,40,10.7249,10.7249,9.91119
A1,-102.852,-28.161,2,24,5.20323,4.52712,3.36126
A1,28.796,-4.118,1,31,12.3463,11.0404,10.7018
A1,82.326,4.098,1,72,11.9341,11.6072,7.08799
A1,16.532,-9.933,2,46,14.3467,13.5412,11.6425
A1,-99.314,-19.702,1,51,5.12447,5.93551,5.19736
A1,36.607,20.101,2,57,7.31856,7.16051,5.90862
A1,-11.299,282.640,1,52,10.2451,9.56682,6.82799
A1,-75.522,-18.219,2,24,8.46976,8.10382,6.76559
A1,-80.034,-18.313,2,35,4.67315,4.16184,3.16671
A1,-35.381,-16.757,2,34,5.50576,3.78896,2.18052
A1,0.533,-16.520,2,46,8.00798,6.89218,6.29047
A1,-63.652,-11.509,1,44,6.23284,5.44773,3.6604
A1,-33.958,24.677,2,88,9.69242,9.94337,9.19798
A1,33.267,18.096,1,50,10.7155,9.4272,9.14478
A1,-108.930,-24.552,2,45,5.74128,5.97491,4.18795
A1,10.966,10.264,2,43,10.1351,10.5701,10.2028
A1,51.823,3.585,2,75,10.9199,11.3525,10.009
A1,-1.898,7.692,1,88,13.0642,14.3244,11.6742
A1,20.964,-12.272,2,27,8.3382,7.2246,5.54036
A1,-64.936,-24.911,1,41,9.03444,8.09893,5.96861
A1,-4.009,-13.274,2,61,10.8444,9.88252,8.84441
A1,-30.044,8.618,1,20,7.01394,7.1004,5.3543
A1,-70.608,-26.223,2,33,7.60477,6.77368,4.57373
A1,60.100,46.826,1,40,10.6546,9.86322,8.51709
A1,-75.885,-17.486,1,32,7.78705,8.23416,6.53325
A1,-71.167,-4.550,1,38,8.57103,8.23433,5.83458
A1,-28.106,350.732,1,53,10.8657,10.8657,10.2459
A1,-66.435,18.069,1,37,11.4686,11.3424,11.3897
A1,-69.970,18.073,2,40,10.9116,11.1766,10.5039
A1,-44.562,59.819,1,72,11.5069,10.082,9.32211
A1,34.646,56.992,1,53,8.15298,7.97808,6.27257
A1,-101.194,-25.484,2,48,5.74134,6.45995,4.93338
A1,-101.312,-30.228,2,41,6.70901,6.39784,4.70076
A1,-15.005,5.615,1,27,10.2011,9.48633,8.38612
A1,34.280,25.042,1,74,11.1506,8.98837,8.42135
A1,-62.286,-45.123,2,53,5.94209,5.68407,3.86915
A1,-99.458,-10.906,2,29,6.3735,6.61803,5.30156
A1,-88.467,-27.580,2,36,7.67908,7.27338,6.56617
A1,-93.687,10.893,2,49,8.38704,7.93444,5.89524
A1,7.113,5.912,2,43,11.8703,11.5787,11.2065
A1,-49.209,-19.978,1,98,7.70734,6.70133,5.5645
A1,-17.238,7.399,2,64,11.6721,10.9879,9.01766
A1,9.485,54.978,1,53,10.4822,10.5126,10.5433
A1,-85.921,-32.363,2,46,7.23335,6.46614,4.224
A1,-31.623,1.415,1,52,12.0005,12.3336,11.6808
A1,-87.077,-15.801,2,32,6.22209,6.68105,4.5065
A1,-77.713,-33.416,2,44,8.31786,6.83494,4.96047
A1,-50.400,1.390,2,101,12.4917,13.4242,13.6246
A1,-11.548,17.884,2,36,10.3498,9.79988,9.14546
A1,-84.226,15.732,2,79,5.84554,5.7139,3.84467
A1,-7.402,4.944,1,84,10.4026,9.87822,9.59979
A1,-113.829,-27.056,1,24,7.94284,6.59015,5.21389
A1,-30.107,11.357,2,52,12.5657,11.911,10.2291
A1,-84.215,-23.005,2,18,6.63047,5.91664,4.71519
A1,-109.586,-20.725,2,17,4.08924,4.11328,3.44272
A1,1.936,-2.092,2,49,10.8074,9.61044,9.65181
A1,-3.728,23.299,2,39,13.2862,13.8236,12.8905
A1,-24.146,19.204,1,50,6.98779,6.68718,4.52807
A1,-13.069,27.433,2,37,7.3929,4.68061,2.80389
A1,-27.765,78.857,2,39,12.5538,12.3291,11.7777
A1,-28.691,0.708,2,28,5.86872,4.14413,2.94524
A1,-67.323,-12.238,2,38,11.8454,11.458,11.168
A1,14.110,-9.911,2,46,8.38269,5.75783,5.37266
A1,25.290,-16.407,2,66,11.5643,8.75404,7.92715
A1,-59.283,-8.374,1,31,9.31959,8.64331,6.21119
A1,-93.625,-28.797,2,25,6.14391,5.56003,3.73134
A1,-59.115,-16.656,2,53,12.0357,12.5716,12.09
A1,-98.846,69.423,2,29,5.99177,5.79098,3.80745
A1,-5.039,-5.948,1,65,10.1198,9.28942,7.96085
A1,-42.217,5.535,1,31,10.1716,10.2559,9.0988
A1,27.509,2.940,2,119,13.6186,12.1283,11.1115
A1,13.388,40.099,2,41,8.60793,7.48834,6.52151
A1,23.293,40.161,1,54,10.7153,10.4777,10.7404
A1,22.475,82.505,2,86,12.1474,11.2039,11.3906
A1,-30.632,-26.090,2,33,10.6386,9.31866,7.14877
A1,90.477,2.934,1,80,11.3159,10.8376,9.64325
A1,-99.096,-12.132,2,56,5.59834,6.29155,4.06798
A1,167.967,97.963,1,101,12.2272,10.5787,10.3563
A1,5.866,3.886,1,23,12.786,12.8966,12.8811
A1,95.121,17.253,1,85,11.9749,10.9193,10.5415
A1,34.434,42.227,1,55,9.91117,8.86253,8.73223
A1,-83.651,-17.908,2,37,7.96775,7.33388,5.76668
A1,73.047,-23.498,1,91,12.5725,10.0287,8.4466
A1,-58.333,-4.069,2,40,9.43364,8.65062,7.47738
A1,14.801,-9.569,2,51,7.72458,6.61858,6.02528
A1,-50.758,3.938,1,80,11.3349,12.1726,11.5272
A1,96.963,-0.054,2,43,9.44299,7.39663,6.50945
A1,25.484,6.436,2,35,11.5681,10.4774,9.69797
A1,-60.028,41.823,2,30,8.13483,6.76816,4.52664
A1,-51.451,18.828,1,54,5.81024,5.97639,4.02092
A1,-83.358,-29.720,2,32,6.06491,5.49259,3.55909
A1,-85.258,-19.731,2,32,5.1394,4.26942,3.46151
A1,91.499,-2.947,2,79,7.1661,4.76992,3.53598
A1,26.952,26.587,2,28,9.70329,9.36471,8.11359
A1,-60.916,-27.318,2,45,6.28933,4.80904,3.73292
A1,-7.708,2.457,2,80,12.5929,12.6595,12.8496
A1,48.749,18.469,1,62,11.5196,10.8069,9.17832
A1,-29.663,-3.577,2,43,9.29013,7.75425,7.80263
A1,-79.004,-0.435,2,14,7.53057,7.52812,6.25476
A1,24.796,657.240,2,50,12.3966,10.3638,8.44276
A1,2.616,88.747,2,37,6.14582,6.6366,5.56419
A1,-69.682,-31.910,1,40,4.79198,4.13938,2.87861
A1,-33.981,10.679,2,67,11.4648,11.5718,11.3993
A1,32.562,80.057,1,34,10.227,9.52012,8.51658
A1,-55.416,-11.293,1,41,8.20393,7.83923,5.51803
A1,62.091,-0.521,2,35,9.52921,8.32326,8.42197
A1,3.964,9.504,1,61,6.92402,7.0801,6.99088
A1,-66.925,4.889,2,71,9.59552,8.49694,7.81312
A1,-3.512,-8.030,1,100,7.05043,5.62412,4.56089
A1,-59.529,-33.453,2,33,6.31761,6.23419,3.99823
A1,-15.101,-20.611,2,54,12.7831,11.978,12.0903
A1,-38.847,14.861,1,61,10.8754,9.94577,9.91772
A1,41.574,101.951,2,75,11.8645,11.5223,11.1635
A1,-32.685,-13.899,1,27,6.11896,6.021,3.90182
A1,-32.799,-17.349,1,36,7.81033,6.56873,4.54558
A1,23.820,-1.555,2,82,11.4165,10.1615,9.09804
A1,13.405,42.748,1,57,9.39919,9.64494,7.21715
A1,-21.532,-2.341,2,87,12.1542,11.6523,10.3411
A1,29.912,5.957,2,55,6.72357,7.5563,5.75028
A1,-72.215,-22.288,2,34,9.88604,10.0204,8.61679
A1,-29.830,-8.069,1,71,11.6586,10.6692,10.0293
A1,40.172,28.304,2,65,6.97471,7.14999,5.32511
A1,9.233,-11.014,1,32,4.46827,4.35897,3.43574
A1,-58.797,0.343,2,67,10.7148,9.87114,8.32526
A1,-79.594,-11.026,1,19,7.89943,7.52282,4.53113
A1,-41.238,-3.529,2,68,12.0704,13.2517,13.0734
A1,29.612,40.301,2,49,12.4198,9.99347,9.6278
A1,47.298,565.906,2,79,11.2267,10.3635,9.705
A1,13.744,-8.171,2,21,12.2966,11.7845,11.0401
A1,-62.968,-28.300,2,16,8.47196,7.12162,4.99181
A1,-52.223,19.694,1,51,10.9917,11.91,11.5234
A1,5.620,6.090,2,84,11.3962,10.5638,8.981
A1,6.446,-5.994,1,33,11.1072,10.3833,8.85539
A1,24.866,104.359,2,34,8.49642,7.93964,6.54268
A1,-64.332,23.351,2,37,6.05294,6.09044,4.32256
A1,-68.114,-17.098,2,40,8.32866,7.79609,5.42564
A1,-30.965,-19.345,2,53,7.69872,6.62799,4.70451
A1,-75.201,11.272,2,25,4.55929,4.62273,3.18451
A1,16.317,22.335,2,30,6.40422,6.31104,4.01725
A1,-42.440,-28.068,1,27,3.5853,2.81871,2.3591
A1,-42.345,-21.984,1,81,11.0376,10.8902,8.07627
A1,-20.524,-16.878,2,56,6.22845,7.08539,5.18096
A1,-70.487,-13.054,2,41,11.0429,12.2559,11.5292
A1,-48.551,-2.447,1,63,11.2909,11.9232,11.8179
A1,-8.741,-13.491,2,129,12.6418,12.0849,10.7683
A1,47.735,317.004,1,49,12.8154,11.9594,10.9931
A1,-108.423,-23.420,1,40,7.08965,7.34575,4.265
A1,-52.946,-7.583,2,37,10.1825,8.81932,7.37521
A1,-81.251,-17.298,1,26,5.01032,4.55404,3.28416
A1,15.843,11.848,1,24,12.9256,12.2355,11.9101
A1,-77.009,-14.939,2,46,12.0886,12.6623,12.188
A1,-42.759,-11.758,1,78,9.24204,8.46575,8.88429
A1,-80.892,7.808,2,18,6.86434,5.47547,3.55396
A1,-8.802,-6.163,1,47,9.61285,7.52406,4.75097
A1,-60.795,22.974,2,77,14.3171,14.158,13.1591
A1,62.599,-0.948,1,58,11.4399,11.2388,10.3508
A1,-13.538,-0.525,2,104,11.6159,11.1862,11.0816
A1,25.622,-2.353,2,51,9.46083,9.30642,9.01721
A1,-63.544,-28.485,1,31,7.34256,6.78243,4.98388
A1,-44.309,23.784,2,83,11.5259,12.3432,11.9974
A1,-67.833,-24.883,1,54,8.60492,8.60302,6.88693
A1,-57.676,-9.672,1,55,6.88772,5.77218,3.84589
A1,14.703,-17.793,1,40,7.48749,7.05265,6.56676
A1,-0.217,-7.016,2,33,8.25863,7.39685,6.68742
A1,-83.406,31.440,1,25,5.82255,5.47722,4.17961
A1,-59.109,26.130,1,32,7.54018,6.00358,4.16696
A1,57.989,-12.978,2,72,8.60378,7.11735,4.91994
A1,69.962,137.115,2,53,12.4103,10.7673,10.5317
A1,-21.271,-5.383,2,56,10.8961,9.62143,6.04752
A1,-60.366,-16.045,1,24,4.0523,4.08713,3.09933
A1,-83.605,-24.732,2,25,7.03401,6.89852,4.64594
A1,-128.098,7.337,2,42,4.08134,4.18957,3.01752
A1,-40.918,-0.925,1,63,11.8409,12.1638,11.1812
A1,-90.356,-32.854,2,34,4.32544,3.67033,3.04667
A1,-62.656,-21.951,1,35,7.93521,7.75336,5.10004
A1,-5.908,109.185,1,79,9.88931,8.92482,5.87355
A1,-62.638,-15.850,2,47,7.60916,7.96755,6.68778
A1,-55.323,-16.993,1,44,13.8886,13.8007,13.3999
A1,-95.594,-12.635,2,53,6.88974,5.29201,4.69406
A1,-62.660,-20.702,2,62,11.7318,12.0493,11.3236
A1,8.067,9.169,2,63,5.65566,5.7317,3.8398
A1,-43.078,-12.828,2,45,6.78595,6.23081,4.68303
A1,-20.971,35.138,1,47,10.8661,10.1625,9.92156
A1,-118.710,14.377,2,44,5.50051,4.6292,3.59402
A1,-58.979,-14.900,1,27,9.56007,7.8251,6.30811
A1,-67.548,-6.811,1,31,7.2287,6.92624,4.56592
A1,-19.529,12.962,2,46,11.1565,11.0933,11.1898
A1,-78.409,-15.301,1,53,8.09438,7.60141,5.62665
A1,20.755,-30.359,2,46,8.72592,8.17505,6.9204
A1,-47.185,268.592,2,60,7.0693,5.15034,4.82442
A1,-29.592,-4.766,2,43,11.6028,11.5879,10.4385
A1,5.769,26.350,2,35,9.41398,8.87055,7.86786
A1,-59.109,-1.356,2,39,11.9131,12.3089,12.2566
A1,-79.226,-20.464,2,63,13.2887,13.7552,13.5377
A1,-55.063,9.649,2,48,13.2119,13.4635,13.2214
A1,-4.024,-31.007,2,48,7.02171,4.82421,4.05727
A1,-19.680,6.772,2,62,10.0224,9.40391,9.30612
A1,-40.234,-21.828,2,32,9.08656,6.77782,5.40853
A1,-7.791,6.350,2,60,10.8582,10.2239,9.56674
A1,3.109,34.117,1,63,7.82644,7.41414,6.23893
A1,-5.123,-5.024,1,55,12.2451,12.2043,10.1653
A1,1.802,407.839,2,46,11.4729,10.7702,10.1195
A1,-24.221,55.345,1,46,3.99324,3.86568,3.12679
A1,-23.018,14.184,2,37,10.5948,10.4233,9.29835
A1,-80.110,-22.713,1,31,6.91405,6.73486,4.72404
A1,58.808,30.506,1,56,9.9698,8.86292,4.92808
A1,-40.251,-19.556,2,78,9.53229,8.2751,6.89896
A1,83.249,19.111,2,45,10.6264,10.3087,9.48941
A1,-57.962,-6.410,2,33,7.68051,7.67833,7.14155
A1,-80.737,-17.471,2,30,13.1067,12.6144,11.8136
A1,20.404,80.790,1,58,13.0223,11.5514,11.6569
A1,-68.157,-12.617,1,27,7.58494,7.43298,5.23329
A1,-31.845,-23.362,1,44,6.03916,4.46119,4.11546
A1,-15.617,-1.559,2,49,11.4638,13.0922,13.0096
A1,-59.671,-4.841,2,51,9.25532,8.63376,7.80819
A1,-82.122,-33.804,2,89,8.95154,7.94992,5.08739
A1,-55.367,22.640,1,34,8.30205,8.25549,5.49064
A1,-95.409,-5.802,2,35,4.50568,4.28962,2.90435
A1,-2.195,44.203,2,45,11.692,10.7751,10.1529
A1,-126.160,-27.107,2,25,4.42772,3.42777,2.66689
A1,-39.005,-12.888,2,47,11.1329,10.4292,9.76503
A1,-83.584,-11.278,2,30,7.55891,7.96344,5.84935
A1,-56.419,24.746,2,39,6.00202,4.7679,3.51287
A1,-58.235,-8.744,1,30,7.06034,6.12337,3.67595
A1,43.183,-11.897,2,37,9.87203,7.43131,6.955
A1,-2.989,-18.339,2,60,9.89153,8.12336,6.10266
A1,-4.538,-5.699,2,34,10.3016,10.2245,10.031
A1,5.247,-1.028,1,113,8.57933,7.963,6.19317
A1,-26.277,-1.174,1,82,10.2919,10.4098,9.78507
A1,-28.752,18.749,1,59,11.3387,11.8631,11.7564
A1,-1.045,-3.612,2,28,10.9656,11.0909,8.29655
A1,28.174,-4.513,1,91,6.34217,5.85067,4.8542
A1,33.478,-1.937,2,53,12.0721,9.91462,10.4299
A1,-101.669,-9.562,2,40,4.70694,4.67547,3.4721
A1,-107.745,13.604,1,52,4.59892,4.21568,2.88159
A1,37.267,3.028,1,25,8.33615,7.5495,5.56013
A1,-59.492,14.016,2,34,11.3138,10.931,10.3054
A1,-43.841,-7.300,1,142,12.355,12.5646,10.9317
A1,51.989,19.350,2,115,10.4119,9.39142,9.06876
A1,-78.852,-20.646,1,35,5.85111,6.82736,4.98781
A1,-34.685,11.779,1,109,11.4775,12.1965,11.304
A1,-56.257,-12.354,1,23,6.38993,5.82393,3.68092
A1,-36.547,12.159,1,71,10.1461,7.90426,7.06474
A1,-62.796,4.507,1,31,5.19979,3.62905,3.10108
A1,-45.024,-15.420,1,38,6.63118,6.06133,5.20536
A1,-33.374,-7.677,2,75,10.0493,9.64295,9.02032
A1,-42.023,11.106,1,40,10.955,11.0325,9.31048
A1,-92.779,-18.304,2,51,5.13645,4.772,3.97899
A1,15.367,2.330,2,34,13.6003,13.0092,13.6317
A1,-45.989,-9.867,1,38,12.0357,12.6918,10.3705
A1,-83.738,-24.206,1,57,5.55013,5.60895,4.47561
A1,-19.933,-9.352,2,40,11.3774,11.9853,11.8961
A1,8.906,42.659,1,39,6.92117,6.35212,4.09437
A1,-34.408,-11.423,2,62,6.29838,4.94076,4.3829
A1,-10.504,-2.241,2,51,13.1822,12.7951,11.823
A1,-97.195,-16.192,2,45,5.8596,5.74962,3.48803
A1,-118.355,-13.035,1,60,4.76534,3.87807,3.24096
A1,-65.238,-23.379,2,23,5.00853,5.39614,3.73103
A1,33.641,1.850,1,42,10.8876,9.14505,7.39272
A1,-33.169,-9.861,2,90,10.7249,8.89967,6.76086
A1,-47.155,-29.779,1,53,7.99855,7.49044,6.69136
A1,-1.685,-9.176,2,41,6.13247,7.0067,5.44527
A1,-38.431,-5.402,2,33,9.95715,9.32204,8.63576
A1,-1.815,-10.659,1,38,9.19397,7.90261,6.11493
A1,-28.669,-23.777,1,45,11.0944,10.2917,6.65536
A1,-41.775,42.806,2,60,11.2094,10.9251,9.48262
A1,-58.108,-17.980,2,25,6.86511,6.46642,5.42401
A1,-87.433,-33.874,2,69,7.13429,6.91316,5.17368
A1,-50.739,-10.506,2,33,8.59658,8.11516,6.09184
A1,-61.561,-26.516,2,22,6.32638,4.4131,3.45747
A1,27.737,-11.301,2,45,12.3801,11.8795,10.7327
A1,-47.733,-11.418,2,99,10.9106,10.5995,9.50518
A1,-7.633,-16.855,1,93,11.8374,10.5339,10.2964
A1,-38.032,20.560,1,47,5.72686,5.38373,4.57308
A1,-49.840,-23.775,2,69,7.13619,7.3794,5.95049
A1,-10.965,-18.856,2,57,6.24828,6.03179,5.66233
A1,-88.229,-9.692,1,20,8.48176,7.47334,5.12963
A1,-75.117,-32.696,2,33,5.99758,5.66096,3.8082
A1,-86.410,8.138,2,34,6.88591,5.59932,3.97063
A1,-45.658,-5.125,2,20,5.78106,4.81187,3.47851
A1,-89.838,-25.925,1,35,7.64626,7.36047,5.57379
A1,-22.748,0.278,2,38,11.739,12.5436,11.5987
A1,5.945,13.725,1,44,10.0172,10.0966,10.213
A1,-92.775,-22.387,2,68,4.78274,4.82477,3.74636
A1,13.885,29.778,2,28,9.02468,7.89845,6.78085
A1,-52.884,-13.715,2,67,10.9502,10.8993,10.0489
A1,-69.492,-22.996,2,65,8.39321,8.52964,5.77275
A1,-60.394,-6.083,1,46,5.18276,4.21975,3.31556
A1,-77.164,14.547,1,22,5.06937,4.56887,3.80435
A1,-63.592,-10.914,2,48,7.76334,7.35715,6.14597
A1,-79.016,-25.960,2,21,9.65262,9.57458,8.09836
A1,-4.595,-0.568,1,31,5.24659,3.67576,2.17611
A1,-85.651,-9.743,2,46,9.40212,9.33586,7.24738
A1,-25.540,-21.924,2,42,8.28417,7.8329,5.66267
A1,3.898,41.032,2,56,7.0737,5.38141,4.98743
A1,-37.366,-5.645,2,36,6.02887,6.33564,4.92132
A1,-6.041,-18.893,2,44,11.9264,10.1826,9.41249
A1,-39.483,-27.254,1,55,5.5023,3.74639,2.82272
A1,-81.459,-13.981,2,24,6.47173,6.2604,4.99152
A1,26.045,-33.620,2,44,7.94331,4.25314,3.7288
A1,-61.546,-19.169,2,22,4.09077,3.70352,2.9467
A1,-9.500,23.730,2,79,12.7247,12.3225,11.9809
A1,-44.178,16.614,2,32,5.52517,5.12558,4.51129
A1,-51.600,132.508,2,46,10.9737,10.4522,7.83147
A1,4.739,5.846,1,101,7.76149,5.62058,4.17427
A1,-63.568,-7.851,1,21,7.66422,7.38219,5.8627
A1,-48.485,35.939,2,57,11.7332,11.676,9.92447
A1,14.098,-5.555,1,54,6.95747,6.76849,5.06059
A1,-4.664,-17.973,1,51,9.1527,6.00427,5.5614
A1,-11.946,-13.519,1,57,7.14341,7.32742,6.29039
A1,-16.058,-10.794,2,41,8.62714,6.6728,4.79188
A1,-36.455,33.631,1,31,9.79464,9.37024,8.88884
A1,-46.618,15.324,2,21,10.23,10.2823,9.82878
A1,-44.797,19.396,2,28,5.60977,4.56674,2.9397
A1,-58.356,2.695,1,46,12.8413,11.97,11.5656
A1,12.832,1.725,2,47,10.4334,9.29432,7.99234
A1,15.360,18.745,1,57,11.6013,10.8694,9.39432
A1,-93.237,-6.252,2,44,5.9165,5.64355,4.2524
A1,-26.437,-29.364,1,54,9.42326,7.99956,7.36411
A1,-50.971,74.941,1,69,9.08151,8.88487,8.71081
A1,-62.073,9.932,2,35,10.2455,9.85043,9.59606
A1,-4.862,13.963,2,65,11.2845,11.6555,11.5257
A1,-29.433,23.589,2,35,10.9526,11.1697,10.777
A1,-1.926,-11.482,2,62,10.6416,10.6002,9.34558
A1,-24.452,0.045,2,79,14.5585,14.4982,13.6863
A1,-74.279,-14.012,1,20,6.78228,5.98688,5.38674
A1,-102.349,26.366,2,36,6.12676,6.20572,4.55399
A1,-48.389,-28.141,2,55,7.12538,5.93972,3.57235
A1,-27.567,0.329,2,100,10.8012,12.1666,10.4945
A1,-6.271,36.088,2,103,12.8234,11.7086,10.9287
A1,-64.479,-10.181,2,62,7.67329,7.46785,6.14051
A1,-48.362,-10.225,2,22,11.9898,10.3831,8.66879
A1,-29.700,3.535,1,54,12.4426,12.5243,12.0284
A1,14.157,-12.394,1,67,11.4681,10.5124,8.29538
A1,17.109,10.205,2,53,11.0614,10.2819,8.81426
A1,-101.073,-29.372,1,41,5.92071,7.04658,5.84456
A1,5.274,-17.169,2,75,12.539,11.5263,10.7541
A1,-43.163,-4.399,2,38,10.5942,11.6422,9.7623
A1,-77.309,-20.642,1,50,5.15311,4.67574,4.11514
A1,-121.559,-43.635,2,36,4.28205,3.54218,2.70407
A1,16.747,-17.383,2,77,6.28167,5.3932,4.47295
A1,-87.018,-9.572,1,22,6.70993,6.39585,4.56165
A1,-75.161,-38.554,1,31,9.17519,8.28246,6.56927
A1,97.206,13.983,1,66,8.71744,7.75957,6.28712
A1,-0.975,-0.399,2,71,11.4596,11.1079,9.57583
A1,-42.417,-10.630,1,49,7.01574,7.15316,4.94766
A1,34.051,39.123,2,30,10.1259,9.32175,8.46951
A1,-54.301,-29.716,1,45,5.52082,4.32423,3.31749
A1,-100.837,-22.279,1,44,6.73066,5.94768,4.86415
A1,-6.212,-0.286,2,40,8.29466,5.90196,4.07808
A1,-110.690,13.489,2,60,4.73181,3.93619,2.56543
A1,-15.419,26.042,2,33,7.9652,6.99832,5.32118
A1,-83.219,-17.690,2,41,5.57796,6.02198,4.79226
A1,-29.573,-24.907,2,28,6.23846,6.15129,4.3394
A1,12.952,-13.104,1,44,9.32486,7.85649,6.53576
A1,0.524,-4.589,1,79,8.24699,5.95229,5.71428
A1,32.283,-14.014,1,91,9.68089,8.85633,7.89193
A1,-62.602,14.657,2,28,12.1936,11.8409,10.4431
A1,-75.209,-11.030,2,31,8.86729,7.96391,7.26001
A1,-51.792,-14.374,1,60,14.2346,13.7757,13.5726
A1,-18.938,14.610,2,25,9.98046,11.2915,11.1743
A1,-2.348,13.858,2,106,7.81462,8.01885,4.78643
A1,-46.484,-7.555,2,37,10.5278,9.31647,8.23311
A1,-11.085,39.368,2,80,7.1899,7.36218,4.63547
A1,-31.246,16.337,2,44,10.6872,9.19924,9.09712
A1,-61.660,-6.706,1,45,9.98298,10.6457,10.0093
A1,-62.907,-15.069,1,28,8.57813,7.16931,4.91298
A1,-53.638,-31.928,1,47,9.56265,8.00431,5.76284
A1,-49.461,-6.261,2,20,8.4554,7.75894,6.65021
A1,-91.033,1.058,1,47,5.17981,4.48967,3.69165
A1,-57.802,14.130,1,37,13.8705,14.0988,14.0937
A1,-37.731,-1.021,2,23,7.77311,6.43451,6.34416
A1,-70.848,-1.852,2,45,9.28906,8.70251,7.5367
A1,-117.027,-19.267,2,47,6.28494,6.43728,5.11504
A1,-69.747,-17.795,2,47,6.08905,6.65047,5.37182
A1,-2.190,2.119,1,74,7.69617,7.39697,5.01417
A1,15.265,-2.657,1,70,6.30733,6.33345,5.41076
A1,4.436,17.446,1,37,6.36512,5.80942,5.77376
A1,-62.660,21.027,1,30,6.67647,6.49166,4.98144
A1,-36.231,9.216,2,79,11.2977,10.1531,9.7512
A1,-55.291,-33.167,2,49,5.86053,5.46178,4.50485
A1,39.837,26.389,2,53,11.9331,9.75884,9.92151
A1,-63.687,-16.269,2,40,5.07942,5.14136,3.6547
A1,-77.942,14.204,2,35,7.34261,6.73434,4.87045
A1,-68.040,-17.491,1,39,9.50999,9.22061,7.17263
A1,-46.269,56.477,1,77,10.954,10.7335,10.5984
A1,-65.521,-8.038,1,51,12.8939,12.7041,12.6144
A1,-68.656,11.063,2,47,11.2492,11.2102,11.1155
A1,36.455,-1.281,1,44,10.3853,9.01895,8.0735
A1,-86.709,-18.046,2,42,9.84799,9.59078,7.58863
A1,-84.227,-5.792,2,28,8.10269,6.46631,4.53929
A1,1.363,20.400,1,50,11.6381,9.58274,9.06956
A1,-66.197,2.198,2,59,8.10573,8.35634,6.51448
A1,-8.227,-14.825,2,88,7.42169,6.26133,5.52609
A1,-98.117,1.746,1,51,6.01694,5.06283,3.2723
A1,-24.993,135.944,2,37,13.2343,13.2114,13.1195
A1,-39.125,-21.035,1,50,8.25774,5.4261,4.05954
A1,-23.074,-13.865,1,30,9.75202,7.58651,6.12209
A1,-114.248,-12.584,2,23,5.39266,5.01796,3.96493
A1,-25.187,14.347,2,30,7.87719,7.41153,5.24654
A1,42.842,55.396,2,45,9.17988,8.4921,8.29251
A1,-50.298,12.815,2,76,10.7592,10.4778,9.27989
