Worker size,Energy (FA),Energy (MZ),Time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
F16,-84.356,10.617,3,43,5.59339,4.76668,3.92814
F16,28.316,-4.286,3,121,11.5996,11.9206,10.4086
F16,-131.990,28462.119,3,18,6.68129,6.91567,6.44104
F16,-88.984,12.552,3,93,10.1569,10.0472,8.48537
F16,-100.974,-27.584,3,39,4.9619,3.98595,2.96128
F16,-82.222,30.158,3,75,12.5853,13.1552,13.1558
F16,-81.143,-23.519,3,30,4.93413,4.70848,3.78694
F16,-75.616,-7.571,3,63,6.33587,6.12829,4.77025
F16,-124.760,-30.337,3,24,6.12226,4.90217,3.90645
F16,-54.743,-5.649,3,72,12.4027,11.6218,10.4739
F16,-66.491,-3.265,3,65,7.55107,7.76972,6.99128
F16,-63.354,1.181,3,39,12.6621,12.0223,10.4595
F16,-107.744,3.718,3,42,7.82356,7.45235,5.68831
F16,-79.177,16.173,3,35,9.99903,10.0016,9.3204
F16,-47.196,3.170,3,26,13.165,13.1067,10.9473
F16,-27.218,-2.328,3,79,9.74115,8.66637,6.26633
F16,-80.055,-10.703,3,35,12.3964,12.5522,10.8897
F16,-82.344,-5.195,3,47,11.0724,10.614,10.2265
F16,-74.462,-17.665,3,58,8.2605,6.64124,6.37706
F16,-65.987,31.709,3,47,10.3999,10.1776,8.9211
F16,-22.739,-7.327,3,50,8.28059,8.19916,5.40592
F16,-119.778,-27.826,3,35,4.22222,4.48453,3.13515
F16,-139.021,-31.834,3,31,3.72191,3.71693,2.83558
F16,-94.816,-12.954,3,19,9.57011,8.83663,7.34438
F16,-90.579,-25.604,2,52,6.44175,5.50796,3.31939
F16,-53.375,-5.509,3,26,6.65195,6.18395,5.09496
F16,-126.650,-19.888,3,48,5.75179,5.94803,4.50073
F16,-72.706,-8.045,3,21,6.86055,6.84206,4.5507
F16,-68.830,15.246,3,40,11.5067,11.2072,11.0465
F16,-57.278,0.519,3,62,10.6775,10.0347,8.94721
F16,-113.567,-12.429,3,36,6.28538,6.28984,4.27061
F16,-138.007,-29.362,3,33,5.81502,5.06787,3.48206
F16,-94.232,-15.245,3,70,6.78971,5.37274,2.88814
F16,-113.561,12.654,3,31,12.5987,12.7278,11.6701
F16,-48.051,27.448,3,46,11.1286,10.6694,10.3575
F16,-125.751,-17.175,3,37,5.60008,5.53435,5.31359
F16,-113.248,-23.499,3,27,5.77142,5.55444,4.1494
F16,-84.718,6.017,3,87,9.22528,8.61768,8.62244
F16,-77.836,-0.078,3,63,9.5278,9.52477,8.65445
F16,-106.811,-2.839,3,22,7.36911,6.95929,6.15826
F16,-149.549,18.853,3,48,6.2052,6.16326,5.01856
F16,-76.992,6.390,3,13,11.0815,10.5787,9.92338
F16,-81.736,-6.275,3,68,14.4479,14.2479,14.0263
F16,-83.372,7.948,3,60,10.3383,12.0381,11.4232
F16,-77.557,-24.407,3,20,10.0362,9.25591,6.18476
F16,-122.689,-15.356,3,40,3.32489,3.03618,2.03239
F16,-108.426,-21.052,3,18,7.78665,7.56754,5.53889
F16,-107.859,-32.529,3,50,4.17203,3.30425,2.62564
F16,-37.156,-11.204,3,94,12.8149,11.8941,11.1653
F16,-121.422,-6.608,3,17,7.33692,6.97196,3.99112
F16,-88.220,-15.665,3,44,3.93914,3.9465,3.3719
F16,-92.159,9.283,3,38,12.4171,12.4375,12.0118
F16,-131.510,-10.069,4,34,6.50803,6.22713,4.12937
F16,-127.348,17.192,3,39,6.55137,6.09476,4.91293
F16,-125.183,7.431,3,33,5.45597,4.83906,3.74031
F16,-58.149,11.103,3,43,12.3944,12.2106,10.4355
F16,-136.368,-14.839,3,26,6.31149,6.34608,3.73433
F16,-40.852,17.043,3,57,10.4476,10.2129,9.25682
F16,-112.662,-4.911,3,41,9.0404,8.4865,6.65827
F16,-19.374,-17.327,3,44,12.4777,11.4832,11.4857
F16,-109.634,-26.951,3,23,7.33327,6.6668,4.64721
F16,-81.178,-19.778,3,41,6.62703,6.44697,5.45831
F16,-51.881,13.726,3,53,10.5727,9.76967,9.10611
F16,-23.489,4.708,3,164,7.9431,7.39561,5.377
F16,-52.670,-1.147,3,55,9.80934,9.5625,9.28029
F16,-130.633,-35.579,3,41,5.52474,5.03009,3.53553
F16,-61.708,37.010,3,56,11.9301,10.9657,10.5271
F16,-22.757,19.535,3,51,9.06698,7.57921,7.34319
F16,-98.015,-5.411,3,34,7.43303,7.74215,5.26153
F16,-126.315,-32.091,3,27,3.27873,2.85304,2.10654
F16,-129.663,-30.567,3,67,4.69696,3.74899,3.0708
F16,-100.262,-4.959,3,45,6.08955,5.83144,4.65085
F16,-129.762,-29.590,3,39,7.14799,6.89333,4.95456
F16,-73.886,-1.440,2,41,11.55,12.0966,10.8986
F16,-99.502,-24.893,3,37,10.0556,10.2351,9.81113
F16,-43.407,36.749,3,22,10.6466,10.8018,11.4166
F16,-56.710,-10.025,3,74,13.3934,13.1576,13.1039
F16,-132.956,-29.012,3,25,4.32745,4.3743,3.06423
F16,-51.133,20.632,3,51,12.7754,12.7438,12.515
F16,-113.593,-37.365,3,21,6.04595,5.98395,4.9469
F16,-91.935,-20.765,3,23,8.16849,7.01655,5.82839
F16,-86.529,-17.814,3,53,13.3362,13.2471,13.4869
F16,-87.809,-25.201,3,50,7.24532,5.22372,3.54881
F16,-92.687,36.234,3,55,10.2417,10.8231,10.025
F16,-74.708,0.994,3,35,10.7606,10.3266,8.89347
F16,-120.070,-28.726,3,23,5.98149,5.9622,3.69071
F16,-113.825,-21.677,3,38,4.52775,4.15072,3.34163
F16,-120.232,-36.194,3,49,6.31385,6.58567,4.98578
F16,-43.663,33.019,3,47,7.73207,8.05712,6.84662
F16,-117.801,-0.582,3,42,4.91992,4.32003,3.40484
F16,-112.407,-17.399,3,23,8.02892,7.41085,6.32154
F16,-86.019,-4.713,3,31,8.62514,8.07108,6.75213
F16,-59.980,9.568,3,33,9.62357,9.48606,8.9016
F16,-132.045,-20.225,3,46,8.35446,8.87087,7.15816
F16,-124.989,-26.942,3,47,4.87519,4.44525,3.36597
F16,-54.332,-4.897,3,45,9.61134,8.18841,7.6954
F16,-103.149,-27.704,3,33,7.74375,8.25963,6.17759
F16,-107.315,-9.247,3,64,6.70244,6.84113,4.2982
F16,-132.885,-22.237,3,45,8.25927,8.17849,6.21806
F16,-88.652,-4.359,3,53,9.61767,10.0983,9.19536
F16,-63.519,-10.536,3,58,10.4335,9.39439,7.37205
F16,-55.341,55.332,3,50,8.86282,7.91268,6.93513
F16,-113.992,-22.082,3,35,9.76855,9.07208,8.2326
F16,-69.851,-0.002,3,43,13.1687,13.2208,13.4362
F16,-46.551,9.603,3,38,10.973,10.895,8.53761
F16,-71.089,10.301,3,35,10.5245,11.204,9.7613
F16,-118.431,-17.944,3,23,7.79614,7.26002,4.81937
F16,-110.951,6481.675,3,17,5.79057,5.25695,3.78071
F16,-145.374,-26.042,3,33,4.72688,4.73669,4.22756
F16,-86.178,1.260,3,39,13.4106,13.3025,13.3861
F16,-76.631,28.013,3,67,10.5203,9.96902,9.43635
F16,-89.043,37.990,3,64,6.27227,6.29692,5.55559
F16,-125.656,-28.340,3,22,6.74254,6.37661,5.11658
F16,-41.460,-17.302,3,45,8.25614,7.20425,6.83096
F16,-124.284,28.217,3,33,7.59071,7.70313,7.02856
F16,-105.026,-33.857,3,37,5.17732,4.43956,3.30247
F16,-73.396,0.742,3,56,11.3716,11.8444,11.3945
F16,-70.091,-13.635,3,94,13.1894,12.8373,12.6141
F16,-120.597,-34.207,3,53,4.64343,4.21711,3.50069
F16,-85.136,-4.131,3,75,13.1155,12.8016,12.469
F16,-123.070,-26.340,3,35,4.6567,4.24757,2.93546
F16,-62.036,-8.419,3,28,11.5894,11.8916,10.8456
F16,-92.379,-30.111,3,37,10.7322,10.3584,9.17135
F16,-133.105,-35.599,3,35,8.00908,7.99607,5.53695
F16,-119.496,-21.445,3,16,7.15664,6.47849,3.33347
F16,-98.681,-15.512,3,41,4.56481,4.80906,4.10859
F16,-114.350,79.530,3,44,6.92574,6.03243,4.83805
F16,-46.743,78.058,3,68,14.2344,13.6498,12.0939
F16,-96.013,-8.701,4,48,6.47419,4.83222,4.06663
F16,-67.815,-10.611,3,38,10.2467,10.7124,9.76634
F16,-141.677,-30.788,4,24,4.10564,3.81238,2.91572
F16,-139.882,-26.856,3,18,4.90833,4.38749,3.58438
F16,-85.669,1.934,3,55,10.539,11.2076,10.0029
F16,-81.359,-15.310,3,38,8.7824,8.05939,6.82987
F16,-131.524,11623.149,3,23,5.02613,4.30395,2.96005
F16,-134.974,7.438,3,34,5.37379,5.15469,4.11073
F16,-100.220,20.702,3,85,11.0931,12.3656,12.0152
F16,-89.905,40.195,3,47,12.6228,12.4365,12.4927
F16,-46.561,26.776,3,133,10.3726,9.45839,8.76134
F16,-111.634,29222.160,3,14,13.6196,13.292,12.4209
F16,-100.656,-33.797,3,51,8.01451,6.1356,4.34665
F16,-106.615,-38.493,3,45,10.7068,9.54698,7.81327
F16,-42.369,1.779,3,48,7.79156,7.1385,5.10461
F16,-120.375,-25.959,3,19,4.99143,4.42987,3.67205
F16,-124.752,-10.774,3,30,4.65561,4.41649,3.62521
F16,-44.469,223.518,3,60,6.97517,7.05313,5.57658
F16,-90.992,2.934,3,49,11.7901,11.3908,10.1303
F16,-121.094,-24.592,3,40,4.65263,4.36067,3.49195
F16,-99.808,6.048,3,31,10.3636,9.9378,9.26697
F16,-117.870,-34.624,3,33,8.34979,7.92054,5.57115
F16,-139.166,-32.035,3,21,7.02474,5.84433,4.75859
F16,-102.263,3.288,4,48,9.11438,9.23172,8.58664
F16,-79.623,-14.471,3,57,12.5625,13.0795,13.0188
F16,-88.007,-22.642,4,37,6.5533,6.83419,4.27323
F16,-91.665,4.469,3,62,12.3467,13.3577,12.1266
F16,-105.026,-18.690,3,62,13.9534,13.4271,11.9001
F16,-20.484,-1.925,3,95,10.3261,9.63771,8.76165
F16,-101.943,-11.662,3,52,4.76551,4.68773,3.37662
F16,-103.359,-27.770,3,18,8.2205,7.86652,7.35204
F16,-151.565,-29.187,3,22,3.59092,3.42202,2.26951
F16,-117.601,-11.211,3,34,5.90729,5.87872,3.83846
F16,-119.176,-27.833,3,82,6.6972,6.9969,6.22302
F16,-151.020,-10.561,3,39,4.08212,4.39503,2.94167
F16,-119.523,-27.290,3,32,5.20705,4.86581,4.01412
F16,-117.154,-8.676,3,14,5.12692,5.06725,3.32597
F16,-44.831,-25.059,3,48,8.21166,6.10345,5.13434
F16,-79.754,6.912,3,103,11.0229,10.2006,9.41109
F16,-119.242,-27.970,3,39,6.95153,6.67068,5.17343
F16,-60.708,-10.543,3,46,8.52737,8.42844,7.7317
F16,-119.829,-13.436,3,28,5.15442,4.21257,2.75615
F16,-107.374,-18.901,3,32,5.77113,5.14536,2.82276
F16,-117.802,0.779,3,33,5.64963,5.41172,4.39162
F16,-102.737,91.195,3,31,10.9693,9.96034,9.42276
F16,-38.864,-7.364,3,69,7.75733,9.1542,7.18867
F16,-132.074,27.338,4,36,4.84789,3.86804,2.8607
F16,-110.697,-15.846,3,21,6.07091,6.0588,4.98804
F16,-61.062,-7.821,3,31,12.303,11.7768,10.6397
F16,-40.428,-12.507,3,24,7.49095,6.22982,5.36954
F16,-112.224,-14.546,3,55,7.35515,6.82336,4.13486
F16,-128.352,2.647,3,28,7.44231,6.6832,4.2963
F16,-141.912,-43.679,3,27,4.93635,4.12529,3.28823
F16,-123.008,-4.064,4,30,6.4215,6.3681,5.0202
F16,-78.961,38878.559,3,27,4.14092,6.83228,6.44335
F16,-43.671,-20.571,2,46,11.3771,8.17757,6.61985
F16,-20.033,23.312,3,53,6.94714,7.16484,5.86538
F16,-55.103,-3.573,3,85,9.07975,8.28549,6.38208
F16,-92.573,8.428,3,104,9.41507,9.76956,8.17024
F16,-66.782,-12.068,3,37,4.42559,4.43919,3.8485
F16,-67.095,0.929,3,48,11.2069,10.9164,9.95805
F16,-134.584,-13.225,3,25,4.06828,4.13538,3.1818
F16,-147.956,-22.496,3,30,5.18859,5.01754,3.5944
F16,-69.387,11.601,3,44,10.9594,12.2471,12.374
F16,-68.622,6.123,4,42,12.6562,11.8888,11.8493
F16,-135.530,-27.745,3,73,4.83715,4.26154,3.2425
F16,-110.266,-25.778,3,40,6.23774,6.61434,4.86392
F16,-70.251,-21.885,3,74,9.88757,8.24952,7.10987
F16,-103.987,-13.489,4,52,5.64215,5.30787,2.95076
F16,17.426,19.443,3,112,8.83806,9.09574,8.22884
F16,-79.178,164.310,3,9,14.3744,14.3759,14.286
F16,-90.359,-2.259,3,33,12.614,12.1327,11.233
F16,-53.911,21.064,3,104,13.6661,14.1106,13.7379
F16,-40.950,320.982,3,39,10.4695,10.4695,7.91708
F16,-64.652,13.940,3,80,12.8156,12.2056,11.7588
F16,-111.285,51.998,3,44,6.99173,7.61967,5.29431
F16,-96.148,-9.815,3,28,5.94629,4.45613,3.84265
F16,-64.080,-16.359,3,59,12.5084,12.7927,11.9664
F16,-110.517,-20.700,3,41,6.20278,6.46293,4.89825
F16,-112.934,-22.736,3,26,8.57897,8.80226,6.92939
F16,-110.980,-24.459,3,42,7.04173,6.94158,4.48889
F16,-49.573,99.172,3,48,7.29666,7.05452,5.27944
F16,-111.612,-22.962,3,44,5.18764,4.57494,3.01065
F16,-124.684,-18.358,4,69,4.95813,5.20286,3.63552
F16,-117.236,-27.078,4,22,7.33992,7.0268,4.81575
F16,-120.451,-33.495,3,36,8.28909,8.12174,6.8589
F16,-139.547,-31.986,3,27,4.84063,3.93628,2.65951
F16,-22.752,21.819,3,58,13.599,12.6511,12.5582
F16,-141.764,-9.049,3,49,4.16562,3.53799,2.97443
F16,-98.113,-19.927,3,39,7.3691,6.69906,4.21069
F16,-145.476,-11.559,3,66,5.06569,6.1311,5.1254
F16,-92.744,-25.098,3,44,6.52355,6.59987,4.31085
F16,-128.997,-28.723,3,33,5.45115,5.39689,4.45685
F16,-114.393,-16.323,3,22,7.31474,7.04183,4.99612
F16,-59.473,-4.973,3,59,6.08507,5.36937,4.28326
F16,-127.580,-19.536,3,23,3.62549,3.76552,2.54982
F16,-37.761,4.723,3,56,11.3524,11.9998,8.26886
F16,-106.338,-15.558,2,59,8.36461,8.44897,6.54615
F16,-125.984,-16.593,3,53,5.70938,5.86222,3.70347
F16,-143.730,-19.295,3,40,4.19453,4.0958,2.33056
F16,-98.729,0.814,3,37,6.21599,6.23331,4.08232
F16,-102.610,-27.641,3,28,7.16543,6.93851,5.88553
F16,-83.391,-8.214,3,20,6.42207,6.22948,5.50675
F16,-108.075,-28.914,3,51,4.97507,3.98817,3.64595
F16,-131.028,-7.630,3,19,5.40961,5.80785,4.74764
F16,-81.508,-20.300,3,31,7.68675,7.61079,6.70858
F16,-28.151,165.881,3,60,8.34479,8.38853,5.70394
F16,-57.788,-25.273,3,53,11.7092,10.282,7.93976
F16,-130.524,-28.304,3,30,4.84284,4.41099,3.82078
F16,-74.642,-7.952,3,126,10.478,10.976,10.3233
F16,-106.792,-28.851,3,57,8.50352,8.54011,6.62081
F16,-90.312,26.551,3,39,9.97549,9.87502,9.38155
F16,-130.073,-22.151,3,17,5.70562,5.34417,4.40463
F16,-109.988,-28.897,3,29,9.23002,8.87585,7.31106
F16,-112.221,-15.005,3,70,6.78295,6.69684,4.91058
F16,-101.591,8.043,3,38,13.6291,13.8356,11.4193
F16,-131.732,-38.088,3,40,7.69656,7.41838,5.40897
F16,-101.111,-26.957,3,41,9.85531,9.34416,7.47107
F16,-103.108,-15.724,3,25,7.52154,6.9677,4.80493
F16,-110.892,-19.577,4,51,6.84283,6.41951,4.56135
F16,-55.770,-8.449,3,52,10.2593,10.3754,10.1858
F16,-61.488,12.262,3,59,9.65136,9.46618,6.82006
F16,-118.637,-29.337,3,42,5.9638,4.79076,3.69428
F16,-110.552,34.493,3,48,6.01002,6.01462,4.41183
F16,-137.873,-18.920,3,40,4.38142,4.07695,2.46826
F16,-93.788,-7.308,4,44,13.3925,13.0039,12.8275
F16,-134.080,31.169,3,49,6.58648,5.35867,4.50824
F16,-110.161,-14.502,3,39,4.90086,4.27174,2.95555
F16,-41.530,50.324,3,55,8.84728,8.2306,5.46508
F16,-127.972,-18.225,3,33,4.35071,3.9716,3.15549
F16,-94.440,7.586,3,54,11.6833,11.2154,11.2102
F16,-94.996,-25.394,4,56,12.0798,10.3783,7.48495
F16,-143.040,-21.339,3,60,5.41566,4.78763,3.22263
F16,-123.774,-21.206,3,35,8.13472,7.66749,5.04765
F16,-109.028,-25.447,3,21,8.45197,8.30716,6.32412
F16,-70.424,47.784,3,39,13.2156,12.712,10.8751
F16,-133.497,-30.400,2,23,5.07665,4.93959,3.74718
F16,-65.359,45.701,3,44,12.0801,12.6005,11.9148
F16,-110.929,3.612,3,24,13.7648,13.3609,13.219
F16,-70.834,-18.076,3,38,5.63335,5.6209,4.18963
F16,-111.289,-20.125,3,29,5.48516,5.54457,3.72468
F16,-121.345,-23.051,3,39,9.74381,9.04672,7.66563
F16,-47.481,-2.214,3,62,10.5401,12.1131,11.8904
F16,-126.890,72.206,3,30,5.95301,5.51561,4.21657
F16,-131.962,-10.552,3,41,7.95048,7.57946,6.71806
F16,-122.829,-35.993,3,53,7.83339,7.87602,5.10316
F16,-81.731,26.064,3,30,10.5804,10.8944,10.678
F16,-142.562,-8.584,3,24,4.54377,4.15602,2.93102
F16,-54.244,4.635,4,44,11.9503,11.5407,10.7371
F16,-88.840,-11.619,3,52,5.35807,4.76327,3.47851
F16,-122.624,-18.981,3,24,6.40486,6.38073,4.84827
F16,-132.532,-30.245,3,41,4.20619,4.24662,2.57753
F16,-131.831,-10.832,3,44,3.79362,3.64616,3.11246
F16,-71.921,-1.645,3,54,11.7958,13.1442,12.865
F16,-59.198,-3.943,3,31,10.0546,9.73342,9.43436
F16,-109.290,-27.956,4,55,5.53772,4.92247,3.66767
F16,-119.005,-23.430,3,66,6.8054,6.54677,4.78762
F16,-51.337,5.645,3,17,10.03,9.9718,9.31583
F16,-10.949,38.839,3,61,6.56961,6.63235,4.78338
F16,-57.849,32.442,3,66,13.0142,12.8656,11.2808
F16,-123.455,-4.038,3,22,5.33167,5.17468,4.07693
F16,-122.109,-19.022,3,62,5.99823,5.92025,4.39725
F16,-79.284,3.009,3,33,10.9393,10.6812,9.86678
F16,-96.163,1.799,3,44,5.90612,5.88527,4.75136
F16,-117.005,-21.303,3,36,5.82781,4.34238,2.39813
F16,-115.575,-20.713,3,33,5.18252,5.36012,4.14887
F16,-96.258,-10.485,3,38,14.0623,13.5576,12.3617
F16,-59.183,-32.178,3,41,10.7033,9.87062,8.31604
F16,-118.321,-16.297,3,15,5.91293,5.9929,4.65057
F16,-117.772,-21.987,3,28,7.58883,7.63438,4.69059
F16,-73.892,18.779,3,29,11.6036,11.7718,10.9169
F16,-106.235,59.529,3,11,6.60409,6.89181,5.90082
F16,-48.913,45.971,3,34,6.08499,6.33725,5.042
F16,-71.940,-16.838,3,64,7.60181,6.16798,5.85155
F16,-121.688,-19.220,3,31,6.81713,6.91715,4.94503
F16,-87.449,-20.465,2,48,13.3688,12.731,12.2028
F16,-13.132,-3.583,3,84,11.5351,10.5689,8.71887
F16,-112.450,-18.213,3,34,4.86641,4.54352,2.91118
F16,-138.560,-14.973,4,39,4.19339,3.42125,2.66339
F16,-133.955,-26.331,3,49,4.39289,3.71151,2.62733
F16,-70.102,46.913,3,86,10.5094,10.5162,9.44884
F16,-124.427,-26.424,3,46,6.00032,5.57729,4.4533
F16,-25.723,-0.604,3,28,11.9226,11.109,10.9513
F16,-46.754,-15.912,3,72,5.78695,5.56932,5.2547
F16,-70.647,0.160,3,47,7.54019,7.85899,7.31174
F16,-61.707,-0.941,3,52,13.8558,13.3465,13.3217
F16,-22.495,-17.646,3,44,10.2336,8.27079,6.25565
F16,-54.434,304.692,3,8,12.7097,13.3702,11.5781
F16,-117.289,-14.596,3,14,7.77417,7.42034,5.53257
F16,-98.102,-22.133,3,37,5.76397,4.79293,3.63933
F16,-81.534,-2.898,3,33,11.6501,10.911,10.8541
F16,-71.642,50.589,3,46,10.3789,10.6833,10.1695
F16,-118.739,-29.593,3,49,7.18973,6.79058,4.62616
F16,-135.250,-10.981,3,39,4.32051,3.68946,2.59391
F16,-66.826,2.617,3,73,6.92067,6.64931,4.03213
F16,-56.025,133.155,3,46,12.6053,12.354,9.6638
F16,-102.794,-2.575,3,50,5.04594,4.41525,3.93438
F16,-74.470,-14.575,3,34,10.0582,10.2225,10.0473
F16,-8.580,255.717,3,44,12.3463,12.2035,11.1787
F16,-105.351,20.378,2,55,11.0578,10.9472,9.14619
F16,-93.819,-7.027,3,34,11.5925,12.1128,11.9331
F16,-87.803,-11.727,3,58,11.0813,11.4455,10.883
F16,-120.559,-9.500,3,24,6.50753,6.14949,4.87867
F16,-41.215,23.759,3,56,14.5381,11.5426,10.5772
F16,-15.106,-4.208,3,49,9.69278,9.65941,9.18812
F16,-141.097,-43.208,3,49,3.74761,3.33254,2.19867
F16,-30.817,29.969,3,61,8.8331,8.92881,6.72638
F16,-101.734,-36.637,3,35,8.00072,7.6363,6.24863
F16,-73.577,2605.382,3,25,13.9241,13.8329,12.5275
F16,-127.794,-38.425,3,49,4.03641,4.93684,3.57123
F16,-45.307,173.228,3,53,14.3269,13.9692,13.8394
F16,-66.308,-1.147,3,71,11.4873,12.593,12.1103
F16,-93.480,-0.935,3,121,12.9274,13.4573,13.2776
F16,-130.642,-28.038,3,16,5.96059,5.80844,4.54066
F16,-132.794,-24.716,3,44,7.04284,6.44136,4.63379
F16,-50.677,63.762,3,51,10.8817,10.9421,10.6953
F16,-16.351,-15.662,2,48,7.89332,9.85644,7.50207
F16,-82.521,16.295,3,157,12.0461,11.4776,11.4123
F16,-87.144,4.906,3,51,10.4997,10.3459,10.0614
F16,-106.401,-11.608,3,36,10.1633,9.20697,8.27999
F16,-39.747,20.722,3,45,11.74,10.6836,10.5837
F16,-42.911,20.042,3,54,14.0064,13.2033,12.6894
F16,-127.093,-20.303,3,34,6.65536,6.28957,4.7354
F16,-19.992,-22.276,3,46,13.1973,12.3037,11.0461
F16,-98.715,-18.017,3,45,5.50301,5.94727,4.25675
F16,-132.090,-25.685,3,20,6.18709,6.08706,3.84435
F16,-34.169,-16.416,3,113,12.6186,12.2441,10.7754
F16,-121.067,-23.539,3,20,5.23982,5.00254,3.17579
F16,-96.144,26.836,3,97,9.56522,10.2313,9.95643
F16,-56.376,-5.566,3,60,6.21842,6.08918,5.00795
F16,-75.152,-19.517,3,44,13.0635,13.3432,12.8381
F16,-136.386,-34.781,3,33,5.61128,4.75825,3.47908
F16,-61.312,-14.431,3,39,8.90635,8.35994,6.55337
F16,-124.999,-11.604,3,33,5.56533,5.40936,3.82923
F16,-63.014,-22.738,3,45,4.76065,4.51501,3.11638
F16,-66.783,-18.098,3,67,5.84078,5.28581,4.87744
F16,-129.776,-13.193,3,36,5.63596,5.44885,4.89539
F16,-114.882,-21.631,3,25,6.21184,6.25854,4.93871
F16,-55.097,-8.417,3,93,7.78093,7.70559,6.51661
F16,-126.788,-18.024,3,32,4.88135,3.55782,2.69739
F16,-131.504,-24.148,3,37,5.53021,4.7967,3.38524
F16,-61.004,-21.497,3,69,9.1739,11.0095,9.56346
F16,-116.101,-17.281,3,37,6.22241,6.03779,3.52891
F16,-117.769,-15.778,3,30,8.35291,8.32166,6.43273
F16,-43.972,14.932,3,88,8.50385,7.50512,6.04263
F16,-89.777,4.008,3,25,10.3353,10.1061,9.26198
F16,-45.683,-24.411,3,32,11.8761,10.2903,10.4001
F16,-104.822,5.750,2,37,5.78961,5.61172,3.38513
F16,-83.648,-10.380,3,91,13.4416,13.2177,13.1966
F16,-75.590,-5.093,3,78,10.8631,11.2602,10.5481
F16,-36.449,14.737,3,50,10.865,11.3841,11.0429
F16,-122.046,-10.760,3,29,6.73634,6.50599,5.43689
F16,-82.239,90950.641,3,10,12.2041,12.1024,9.82954
F16,-108.062,-22.621,3,39,7.61517,6.98294,4.741
F16,-69.206,-22.750,3,25,7.13245,4.91165,3.10385
F16,-41.877,-3.729,3,44,10.9203,10.6228,8.74537
F16,-84.559,-14.366,3,25,9.59395,8.95622,7.50963
F16,-101.829,-18.081,3,25,4.44767,4.33226,3.25154
F16,-53.753,19.910,3,54,7.42582,6.18711,3.84641
F16,-104.947,-5.587,3,19,7.10253,7.34035,4.32624
F16,-98.453,-16.173,3,20,7.36848,6.98211,5.66908
F16,-89.461,-15.659,3,41,10.8097,10.2036,9.00631
F16,-135.345,-31.589,3,63,8.23402,8.34087,6.0631
F16,-118.580,-20.726,3,35,4.46899,4.05242,3.33871
F16,-120.499,-22.324,3,20,4.90453,5.19272,4.46462
F16,-33.093,-13.540,3,60,11.037,10.2848,9.9602
F16,-136.432,16.667,3,25,3.52075,3.58486,2.39331
F16,-111.014,-3.115,3,41,6.82647,6.6755,5.35843
F16,-17.851,-11.745,3,74,11.8993,10.3393,8.7259
F16,-71.390,-24.955,3,56,8.724,7.83197,6.64283
F16,-44.022,-2.568,3,39,6.70929,6.86272,4.06667
F16,-50.963,47.607,3,44,12.9561,13.9216,13.5542
F16,-68.602,11.609,4,54,9.01124,9.24224,8.78879
F16,-47.257,366.741,3,52,11.0685,11.4056,10.5327
F16,-128.092,-19.850,3,53,6.63116,7.01015,4.79093
F16,-73.003,-18.271,3,33,7.74564,7.77236,7.24586
F16,-94.289,-21.556,3,32,7.60608,7.00866,6.31868
F16,-117.990,-33.353,3,41,7.76789,7.41295,4.54905
F16,-105.635,-1.674,3,37,9.36998,8.40311,7.21188
F16,-67.467,-8.430,3,50,10.0903,10.4565,9.40898
F16,-109.094,-23.643,3,37,8.07043,7.86612,5.68989
F16,-14.677,0.550,4,109,8.98787,6.60247,5.97968
F16,-50.925,23.488,3,35,10.8184,10.4635,9.34938
F16,-108.105,-5.302,3,35,10.1175,10.1194,9.37531
F16,-78.756,36.185,3,39,12.3102,12.6452,12.7746
F16,-79.356,4.398,3,43,7.63928,7.33798,6.76231
F16,-98.215,-7.308,3,47,7.99479,7.19317,5.93114
F16,-120.533,-30.950,3,44,6.72611,7.07773,3.63256
F16,-9.098,87.687,3,86,11.4272,11.6938,12.7148
F16,-131.907,-20.011,3,51,4.55802,3.89215,2.11512
F16,-96.663,-28.520,3,43,7.55831,7.56999,5.39863
F16,-114.420,-23.376,3,48,7.17046,6.84149,5.67626
F16,-91.329,3.660,2,57,11.8734,12.118,11.3371
F16,-137.567,63.942,3,71,4.96383,4.6777,3.36919
F16,-99.693,-27.021,3,53,6.32954,6.24985,5.2354
F16,-79.934,29.385,3,37,13.0884,12.2679,11.3696
F16,-118.515,-16.120,3,41,7.26067,6.65449,4.08217
F16,-91.428,11.537,3,67,10.0455,10.2434,9.56741
F16,-120.804,6.698,3,57,6.99314,6.68994,4.87315
F16,-44.133,11.644,3,93,8.6693,9.35061,7.01099
F16,-119.388,35.816,3,40,8.11048,7.79906,5.71029
F16,-115.017,-27.855,3,42,5.84233,5.53525,3.64807
F16,-110.939,-6.392,3,24,8.57075,7.46365,6.60475
F16,-118.287,-18.393,2,32,5.27739,4.96839,3.73416
F16,-72.244,-7.520,3,36,6.25386,4.81562,2.88837
F16,-110.650,-14.592,3,21,7.19626,7.24699,6.0353
F16,-135.788,-28.532,4,16,7.0534,6.75446,4.17578
F16,-133.826,-29.301,3,34,6.63987,6.9711,6.25966
F16,-102.466,-15.431,3,48,7.47254,5.74842,4.58373
F16,-45.806,50.870,3,87,11.3573,10.9315,11.5957
F16,-122.351,-17.990,3,30,6.40944,6.51013,4.47251
F16,-50.169,-1.409,3,28,11.3515,11.3422,10.8926
F16,-123.574,-36.018,3,25,6.36555,6.50303,3.97625
